"category__001","category__002","category__003","category__004","name","img_url","brand","short_desc","priority_price","priority_store","num_of_product","num_of_store","lowest_price","highest_price","category__005","category__006"
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng Orico","Hộp nhôm bảo vệ 5 ổ cứng Orico BSC35-05","https://img.sosanhgia.com/images/500x0/892c8895e2fd423d825993b7ce882524/hop-nhom-bao-ve-5-o-cung-orico-bsc3505.jpeg","Orico","Loại ổ cứng tương thích: 2.5 & 3.5 inch HDD / SSD\n Kích thước 245 x 125 x 200mm\n Trọng lượng 1.06kg\n Chất liệu: hợp kim nhôm + EVA","450.000","Lazada","4","3","450.000","577.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng Orico","Vali Bảo Vệ Ổ Cứng ORICO BSC35 (10 Ổ Cứng)","https://img.sosanhgia.com/images/500x0/40b1671b79ee4f978967fb233638209f/vali-bao-ve-o-cung-orico-bsc35-10-o-cung.jpeg","Orico","Vỏ ngoài bằng hợp kim nhôm\n Phù hợp cho ổ cứng 2.5/3.5inch\n Khóa an toàn thông minh\n Bảo vệ ổ cứng khỏi những bụi bẩn, chầy xước, va đập\n Có khả năng chống sốc khá cao","595.000","Lazada","4","3","595.000","757.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","Phụ kiện máy tính  Orico","","Hộp đựng ổ cứng HDD Box Orico 2139C3","https://img.sosanhgia.com/images/500x0/66c5977f51a747f5a1aa4e610a2f3695/hop-dung-o-cung-hdd-box-orico-2139c3.jpeg","Orico","Thiết kế trong suốt\n Đèn LED báo hiệu\n Dùng cho cả SSD và HDD loại 2.5""\n Hỗ trợ ổ cứng 2.5"" 4TB\n USB3.1 Gen2 Type-C, tốc độ truyền dữ liệu 10Gbps","294.000","Shopee","14","6","294.000","390.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","Phụ kiện máy tính  Orico","","Hộp đựng ổ cứng Orico WS500RU3","https://img.sosanhgia.com/images/500x0/063873f02ab346ed892c7322afb4114f/hop-dung-o-cung-orico-ws500ru3.jpeg","Orico","","4.500.000","Shopee","13","8","4.500.000","5.900.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Silicon Power 240GB S56 Series 2.5 Inch Sata 3 SP240GBSS3S56B25","https://img.sosanhgia.com/images/500x0/753a6f5ad37844df87df69fcf98c2fd5/o-cung-ssd-silicon-power-240gb-s56-series-25-inch-sata-3-sp240gbss3s56b25.jpg","Silicon Power","","799.000","HanoiComputer","null","null","null","null","Ổ cứng SSD Silicon Power",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Silicon Power 960GB S56 Series 2.5 Inch Sata 3","https://img.sosanhgia.com/images/500x0/5b3f47cb53e649828a81dd897e2a918a/o-cung-ssd-silicon-power-960gb-s56-series-25-inch-sata-3.jpeg","Silicon Power","Dung lượng : 960 GB (TLC)\n Kích thước : 100.0 X 69.85 X 7.0 mm\n Trọng lượng : 41g~60g","4.399.000","HanoiComputer","null","null","null","null","Ổ cứng SSD Silicon Power",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","Phụ kiện máy tính  Orico","","Bộ Chuyển Đổi HDD ORICO 1125ss","https://img.sosanhgia.com/images/500x0/05f1418a224b4022838f393d607558ef/bo-chuyen-doi-hdd-orico-1125ss.jpeg","Orico","Dùng gắn thêm ổ cứng cho máy tính bàn.\n Làm bằng thép mạ kẽm.\n Tản nhiệt tốt Không làm giảm tốc độ của ổ cứng","133.000","Lazada","11","2","135.000","159.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng di động","ORICO TCM2F-C3 NGFF Sang USB3.1 TYPE-C M.2 SSD Cứng Ổ Ốp Lưng","https://img.sosanhgia.com/images/500x0/35f11bd63a1242ca816af65ae501b167/orico-tcm2fc3-ngff-sang-usb31-typec-m2-ssd-cung-o-op-lung.jpeg","Orico","","277.200","Lazada","3","293","000","308.000","Ổ cứng di động Orico",""
"Điện tử","Đầu DVD - Karaoke","Đầu DVD Pioneer","","ĐẦU DVD PIONEER DV-3052V","https://img.sosanhgia.com/images/500x0/34ed0298a25f4904816f3c08d7bf2b46/dau-dvd-pioneer-dv-3052v.jpeg","Pioneer","Đầu DVD Pioneer DV-3052V có thiết kế rất sang trọng và thời\ntrang cho việc khi bố trí bất kỳ vị trí nào trong phòng bạn.\n\nTính năng mới của Pioneer có thể chống bám bụi và giảm tỷ lệ lỗi\nmắt đọc khi đầu đĩa được sử dụng trong thời gian dài.","null","null","null","null","null","null","",""
"Điện tử","Amply","Amply Pioneer","","Amply Pioneer VSX-824-K","https://img.sosanhgia.com/images/500x0/ca22ebb4cc7f44c292b7bd863d74e1d1/amply-pioneer-vsx-824-k.jpg","Pioneer","Hệ thống âm thanh 5.2 kênh với công suất 80W mỗi kênh loa 8 ohm\nhoặc 140W mỗi kênh loa 4 ohm.\n\n6 cổng vào HDMI 2.0, hỗ trợ tín hiệu 3D và 4K.\n\nRoku Ready Certified: Truyền tải nội dung số từ hơn 1000 nhà cung\ncấp nội dung thông qua Internet.\n\nĐiều khiển qua các thiết bị iOS bằng ứng dụng của hãng.\n\nHỗ trợ Wifi, Bluetooth, Airplay, truyền tải nội dung từ\niphone/ipod.\n\nChế độ ECO Mode giúp tiết kiệm năng lượng.","null","null","null","null","null","null","",""
"Điện tử","Đầu DVD - Karaoke","Đầu DVD Pioneer","","Đầu DVD Pioneer DV-2042K","https://img.sosanhgia.com/images/500x0/d9fff4c0174b447ebeae7925cf32c709/dau-dvd-pioneer-dv-2042k.jpg","Pioneer","","null","null","null","null","null","null","",""
"Máy tính - Thiết bị VP","Laptop","Laptop Dell","","LAPTOP Dell Inspiron 7373-C3TI501OW","https://img.sosanhgia.com/images/500x0/fb67e0c7b96941d296841469586d7f43/laptop-dell-inspiron-7373-c3ti501ow.jpeg","Dell","Intel Core i5-8250U 1.6GHz (up to 3.4GHz, 6MB Cache)\n\n- RAM 8GB DDR4 2400 MHz\n\n- SSD 256GB\n\n- VGA Intel UHD Graphics 620\n\n- Màn IPS Touch 13.3"", Full HD (1920 x 1080p)\n\n- Windows 10 + Office 365","22.490.000","Tiki","3","3","22.490.000","26.990.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng di động","Ổ cứng di động HDD APACER 500GB AC233 Series USB 3.0","https://img.sosanhgia.com/images/500x0/cfd2f16e409d4238846118e02184ff6c/o-cung-di-dong-hdd-apacer-500gb-ac233-series-usb-30.jpeg","Apacer","Sở hữu kiểu dáng mạnh mẽ\n\nNút đệm chống trầy, chống trượt\n\nCổng giao tiếp tốc độ cao USB 3.0","1.400.000","Lazada","null","null","null","null","Ổ cứng di động Apacer",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ đĩa quang","Ổ đĩa quang  UGREEN","Ổ ĐĨA QUANG DVDRW SLIM USB 3.0 UGREEN 40576","https://img.sosanhgia.com/images/500x0/60ef3ddac1084e1ba1dd4bfc0debf6d5/o-dia-quang-dvdrw-slim-usb-30-ugreen-40576.jpeg","UGREEN","Chuẩn kết nối: USB 2.0\n Chiều dài cáp: 50cm chuẩn Mini USB\n Tốc độ ghi dữ liệu: CD 24X, DVD 8x\n Hỗ trợ đọc các loại đĩa: CD, DVD, DVD-5, DVD-9...\n Tính năng tiết kiệm điện giúp tăng độ bền ổ đĩa sau 35 giây không hoạt động","782.057","Lazada","8","3","782.057","1.080.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","Phụ kiện máy tính  Orico","","Box ổ cứng Orico 2667U3 vỏ nhôm cao cấp chống va đập 2.5 inch SATA USB3.0","https://img.sosanhgia.com/images/500x0/b711e684e51642cbb74ace17bf58b6c2/box-o-cung-orico-2667u3-vo-nhom-cao-cap-chong-va-dap-25-inch-sata-usb30.jpeg","Orico","Vỏ nhôm dày dặn, chắc chắn, bảo vệ cho ổ cứng, tản nhiệt tốt\n Thiết kế thông minh, cáp USB liền 17.5cm, giấu gọn vào vỏ khi không dùng, giảm thao tác cắm cáp khi dùng\n Tháo lắp dễ dàng không cần dụng cụ\n Kết nối USB3.0 tốc độ cao 5Gbps, tương thích ngược với USB2.0 (20-60MB/s)\n Dùng nguồn trực tiếp từ cổng USB","259.000","Lazada","3","3","259.000","295.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Tản nhiệt - Cooling","Tản nhiệt - Cooling Antec","Tản Nhiệt khí CPU Antec C400","https://img.sosanhgia.com/images/500x0/9c788e4d1f654341a2ca7558dc265399/tan-nhiet-khi-cpu-antec-c400.jpg","Antec","","490.000","Shopee","null","null","null","null","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB SanDisk","USB SANDISK CZ93 32gb","https://img.sosanhgia.com/images/500x0/5b7cb47cd1064247a7118d01dc5dc66e/usb-sandisk-cz93-32gb.jpeg","SanDisk","","198.200","Lazada","7","5","198.200","249.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","RAM","RAM Silicon Power","Ram Laptop SILICON POWER 4GB DDR4 Bus 2133","https://img.sosanhgia.com/images/500x0/746e6916610f49c7a8c84d298c953445/ram-laptop-silicon-power-4gb-ddr4-bus-2133.jpg","Silicon Power","","799.000","HanoiComputer","null","null","null","null","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB SanDisk","USB SanDisk 32GB Cruzer Dial CZ57","https://img.sosanhgia.com/images/500x0/bc65f3cdc10b46c685742b497b564beb/usb-sandisk-32gb-cruzer-dial-cz57.jpg","SanDisk","Thiết kế nhỏ gọn, sang trọng\n\nTốc độ truyền tải lớn với chuẩn USB 2.0\n\nKhả năng bảo mật dự liệu cao","230.000","Tiki","1","1","289.000","0","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Sandisk 480GB SSD Plus Series SATA 3 (SDSSDA-480G-G26)","https://img.sosanhgia.com/images/500x0/3928e629cc314f17bf8e54a9f06b216c/o-cung-ssd-sandisk-480gb-ssd-plus-series-sata-3-(sdssda-480g-g26).jpg","SanDisk","","1.419.000","Lazada","2","1","469.000","2.990.000","Ổ cứng SSD SanDisk",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB SanDisk","USB OTG SanDisk 32GB Ultra Dual Drive M30 (SDDD3-032G-G46)","https://img.sosanhgia.com/images/500x0/8f131cf7287e4672b0ab835a430797d4/usb-otg-sandisk-32gb-ultra-dual-drive-m30-(sddd3-032g-g46).jpg","SanDisk","Sở hữu 2 cổng kết nối tiện lợi: USB và micro-USB\n - Thiết kế nhỏ gọn, độ bền cao\n - Dung lượng lớn để người dùng thoái mái lưu trữ","120.000","Lazada","15","5","120.000","349.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD SANDISK 120GB SSD PLUS Series SATA 3 (SDSSDA-120G-G26)","https://img.sosanhgia.com/images/500x0/ad2a88e4661642419956359b45948ac2/o-cung-ssd-sandisk-120gb-ssd-plus-series-sata-3-(sdssda-120g-g26).jpg","SanDisk","Dung lượng: 120Gb\n\nTốc độ đọc: 520MB/s\n\nTốc độ ghi: 180MB/s\n\nChuẩn giao tiếp: SATA3\n\nKích thước: 2.5Inch","629.000","Lazada","4","3","629.000","1.270.000","Ổ cứng SSD SanDisk",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD SANDISK 240GB SSD PLUS Series SATA 3 (SDSSDA-240G-G26)","https://img.sosanhgia.com/images/500x0/e5ea0ff2f0bd4e7299642daadbdfdcc0/o-cung-ssd-sandisk-240gb-ssd-plus-series-sata-3.jpg","SanDisk","Dung lượng: 240Gb\n\nTốc độ đọc: 520MB/s\n\nTốc độ ghi: 350MB/s\n\nChuẩn giao tiếp: SATA3\n\nKích thước: 2.5Inch","879.000","Lazada","null","null","null","null","Ổ cứng SSD SanDisk",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng di động","Ổ Cứng Di Động SSD ADATA 250GB SE730 USB 3.1 Type -C","https://img.sosanhgia.com/images/500x0/54a3736c65834c77add6c009f450a96d/o-cung-di-dong-ssd-adata-250gb-se730-usb-31-type--c.jpeg","ADATA","Cổng kết nối: USB 3.1 Gen 2 Type-C\n Dung lượng: 250GB\n Giúp xử lý công việc nhanh chóng","3.100.000","Tiki","null","null","null","null","Ổ cứng di động ADATA",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Apacer Panther AS350 240GB Sata III","https://img.sosanhgia.com/images/500x0/836c8ce2bb0a44f9ad5c1622f34ca840/o-cung-ssd-apacer-panther-as350-240gb-sata-iii.jpeg","Apacer","","739.000","Sendo","null","null","null","null","Ổ cứng SSD Apacer",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","CPU","CPU AMD","CPU AMD Ryzen 9 3950X","https://img.sosanhgia.com/images/500x0/ab2b2c6442dc493eb8540893712fe836/cpu-amd-ryzen-9-3950x.jpeg","AMD","","19.600.000","Phong Vũ","6","6","19.289.000","19.600.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Case","Thùng máy tính / Case Segotep","Case Segotep AP911","https://img.sosanhgia.com/images/500x0/80ffca9539c24188a9b38801718e4542/case-segotep-ap911.jpeg","Segotep","Hỗ trợ mini-ITX, M-ATX và ATX. \n\n- Hệ thống tản nhiệt mang lại hiệu quả làm mát tối ưu\n\n- Hỗ trợ da dạng cổng giao tiếp","330.000","An Phát","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ Cứng SSD Apacer 120GB AS2280P2 M.2 PCIe","https://img.sosanhgia.com/images/500x0/ef748fc0beb747c99e2d7cd26d235d7c/o-cung-ssd-apacer-120gb-as2280p2-m2-pcie.jpeg","Apacer","- Kích thước: M.2 2280\n - Giao diện: NVMe PCIe Gen3 x2\n - Dung lượng: 120GB","729.000","An Phát","null","null","null","null","Ổ cứng SSD Apacer",""
"Điện tử","Phụ kiện âm thanh","Phụ kiện âm thanh  TOA","","Loa cầm tay TOA ER-520/520S","https://img.sosanhgia.com/images/500x0/4680a1912abf4df58f81c2d8cb457cde/loa-cm-tay-toa-er520520s.jpeg","TOA","Nguồn điện R6P(AA) × 8(12V DC)\n Công Suất ra 6W\n Công suất tối đa 10W\n Thời gian sử dụng pin Xấp xỉ 14 giờ","738.000","Lazada","6","2","738.000","990.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","CPU","CPU AMD","AMD Ryzen Threadripper 3990X 64C/128T UPTO 4.3GHz","https://img.sosanhgia.com/images/500x0/e91dd2ae3ca041a19b7f8292bb8884a8/amd-ryzen-threadripper-3990x-64c128t-upto-43ghz.jpeg","AMD","Socket: TRX4\n Số lõi/luồng: 64/128\n Tần số cơ bản/turbo: 2.9GHz/4.3GHz\n Bộ nhớ đệm: 288MB\n Bus ram hỗ trợ: DDR4 3200 MHz\n Mức tiêu thụ điện: 280W","102.899.000","An Phát","3","3","102.899.000","102.900.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Tản nhiệt - Cooling","Tản nhiệt - Cooling  Coolmoon","Quạt Tản Nhiệt Coolmoon V3","https://img.sosanhgia.com/images/500x0/3e0eed9d654e41edadd8c7a391d2611c/quat-tan-nhiet-coolmoon-v3.jpeg","Coolmoon","Fan thiết kế với 2 vòng led ( dual riing) kết hợp cùng cánh fan màu trắng nên tạo ra hiệu quả ánh sáng rất tốt.\n - Remote điều khiển từ xa dùng sóng RF cho khả năng phát và nhận tín hiệu với khoảng cách xa và xuyên vật cản tốt.\n - Tuổi thọ cao: 20,000 giờ hoạt động.","70.000","Shopee","6","2","70.000","99.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB SanDisk","USB SanDisk 8GB Cruzer Edge CZ51","https://img.sosanhgia.com/images/500x0/56e90b95c0934ea688e6a04002a5188c/usb-sandisk-8gb-cruzer-edge-cz51.jpeg","SanDisk","Với phầm mềm SucureAccess độc quyền từ Sandisk\n Giao tiếp: USB 2.0, 1.1\n Dung lượng: 8GB","119.000","Pico","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Tản nhiệt - Cooling","Tản nhiệt - Cooling  Coolmoon","Quạt Coolmoon Led RGB V8 Plus","https://img.sosanhgia.com/images/500x0/07fe525e334d44b6b02cb0331092e386/quat-coolmoon-led-rgb-v8-plus.jpeg","Coolmoon","Điện áp làm việc: 12V\n Điện áp khởi động: 7V\n Công suất đầu vào: 6,36 watt\n Hiện tại: 0,25A\n Luồng khí quạt: 18,9-48,6 CFM ± 10%","75.000","Shopee","8","2","75.000","194.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","CPU","CPU AMD","CPU AMD Athlon 220GE","https://img.sosanhgia.com/images/500x0/3ff94ece1ad7486eb6c64d8555587b1c/cpu-amd-athlon-220ge.jpeg","AMD","AMD Ryzen Athlon 220GE\n 2 nhân 4 luồng, xung nhịp 3.4 GHz\n DDR4 2667, Dual Channel\n Socket AM4","1.350.000","Tiki","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ Cứng SSD Kingmax SA3080 M2 2280 256GB","https://img.sosanhgia.com/images/500x0/f4251d897f8d4048a06335ddb3a30acd/o-cung-ssd-kingmax-sa3080-m2-2280-256gb.jpeg","KINGMAX","Dung lượng : 256GB\n Kích thước : M.2(2280)\n Chuẩn kết nối : SATA III 6Gb/s\n Tốc độ đọc/ghi : 500MBps/350MBps","568.888","Shopee","4","4","568.888","950.000","SSD KINGMAX",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Kingmax 480GB SMV32","https://img.sosanhgia.com/images/500x0/dcdac949909d4abc8132959e5ea08243/o-cung-ssd-kingmax-480gb-smv32.jpeg","KINGMAX","Dung lượng : 480GB\n Giao Tiếp : SATA III 6Gb/s\n Tốc độ đọc: Up to 500MB/s,\n Tốc độ ghi: 480MB/s\n Kích thước : 2.5""","528.888","Shopee","6","4","528.888","1.550.000","SSD KINGMAX",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB ADATA","USB Adata UD310 32GB","https://img.sosanhgia.com/images/500x0/02cde61131594043bc33a39a9e471ecc/usb-adata-ud310-32gb.jpeg","ADATA","Loại USB: USB thường.\n Hãng sản xuất: ADATA.\n Dung lượng bộ nhớ: 32GB.\n Chuẩn USB: 2.0.","125.000","Tiki","2","2","125.000","189.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB ADATA","USB 3.0 Adata 32GB UV150","https://img.sosanhgia.com/images/500x0/aa7813820f8e42de90e2ebd3cb5cc350/usb-30-adata-32gb-uv150.jpg","ADATA","","234.243","Lazada","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Adata 480GB SP580 SATA III 2.5 inch","https://img.sosanhgia.com/images/500x0/6e887b6f91e54fee87a6142bd5d5f932/o-cung-ssd-adata-480gb-sp580-sata-iii-25-inch.jpeg","ADATA","","1.390.000","Lazada","null","null","null","null","Ổ cứng SSD ADATA",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","RAM","RAM ADATA","RAM Adata 8GB DDR4 Bus 2133 AD4U2133W8G15-B","https://img.sosanhgia.com/images/500x0/d4230572d5dc495e84f88479ace0ea2c/ram-adata-8gb-ddr4-bus-2133-ad4u2133w8g15-b.jpg","ADATA","Loại RAM DDR3\n\n- Dung lượng 8GB (2 x 4GB)\n\n- Tốc độ bus 2133Mhz \n\n- Độ trễ 15 - 15 - 15","1.890.000","Lazada","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","RAM","RAM KINGMAX","Ram Laptop Kingmax 4GB DDR4 Bus 2133","https://img.sosanhgia.com/images/500x0/513cb6b49b634f289a6372d22c4bd052/ram-laptop-kingmax-4gb-ddr4-bus-2133.jpeg","KINGMAX","","2.790.000","Lazada","null","null","null","null","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB ADATA","USB 3.0 Adata 32GB UV140","https://img.sosanhgia.com/images/500x0/af37374d54894cac951f7b859d9f1f6d/usb-30-adata-32gb-uv140.jpg","ADATA","Chuẩn kết nối: USB3.0\n\nDung lượng: 32Gb\n\nMô tả khác: Thiết kế nhỏ gọn, sang trọng, chống sốc","2.291.035","Fado","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","RAM","RAM KINGMAX","RAM Kingmax 16GB DDR4 Bus 3000 ZEUS Dragon RGB","https://img.sosanhgia.com/images/500x0/7e2da898f81a43c29366db5ee0b41bd6/ram-kingmax-16gb-ddr4-bus-3000-zeus-dragon-rgb.jpeg","KINGMAX","- Loại: \n - Dung lượng: 1x 16GB\n - Xung nhịp: 3000 MHz\n - Độ trễ (cas): 16","2.190.000","Phong Vũ","3","3","1.599.000","1.990.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ SSD Kingmax PX3480 256Gb PCIe NVMe Gen 3.0x4 M2.2280","https://img.sosanhgia.com/images/500x0/42f0b76f37ae4a73bf8ed7a1e1300ee0/o-ssd-kingmax-px3480-256gb-pcie-nvme-gen-30x4-m22280.jpeg","KINGMAX","","1.399.000","HanoiComputer","3","3","1.399.000","1.489.000","SSD KINGMAX",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Adata 512Gb SU800 SATA 3","https://img.sosanhgia.com/images/500x0/20596f212fac4cc89264daa9847541bd/o-cung-ssd-adata-512gb-su800-sata-3.jpeg","ADATA","","2.412.792","Fado","null","null","null","null","Ổ cứng SSD ADATA",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","RAM","RAM ADATA","Ram Adata 8GB DDR4 Bus 2400 (AD4U240038G17-R)","https://img.sosanhgia.com/images/500x0/bfdade3b2f674c2ab9a22d78de25eb0c/ram-adata-8gb-ddr4-bus-2400-(ad4u240038g17-r).jpeg","ADATA","- Loại RAM: DDR4\n - Dung lượng: 8Gb\n - Bus: 2400\n - Tản nhiệt: Không","1.490.000","Phong Vũ","null","null","null","null","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","USB lưu trữ","USB ADATA","USB ADATA UV250 16GB","https://img.sosanhgia.com/images/500x0/aeacc2f48d344ea4954a421d31d4f637/usb-adata-uv250-16gb.jpeg","ADATA","Thiết kế không nắp gọn gàng, kiểu cách\n Dung lượng 16GB\n Chất liệu bên ngoài bằng kim loại sáng bóng\n Chuẩn USB: 2.0\n Kích thước (D x R x C): 42,4 x 14,95 x 5,35mm","99.000","Tiki","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Case","Case  VISION","Case Vision VSP 3736","https://img.sosanhgia.com/images/500x0/e480dfd2ee1449938b8c50712f6429c2/case-vision-vsp-3736.jpeg","VISION","","189.000","Lazada","2","2","189.000","215.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Case","Case  MSI","CASE MSI MPG SEKIRA 500G RGB Mid Tower","https://img.sosanhgia.com/images/500x0/a120a926edb049f0ae7195c8f04878d7/case-msi-mpg-sekira-500g-rgb-mid-tower.jpeg","MSI","Hỗ trợ mainboard: Mini-ITX, Micro-ATX, ATX, Extended-ATX\n - Khay mở rộng tối đa: 6 x 3.5""3 x 2.5""\n - USB: 1 x USB Type C,4 x USB 3.2\n - Quạt tặng kèm: 1 x 120 mm, 2 x 200 mm","5.250.000","Lazada","null","null","null","null","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Card màn hình / VGA","Card màn hình MSI","Card Màn Hình MSI RTX 2080 SUPER GAMING X TRIO 8GB","https://img.sosanhgia.com/images/500x0/7c28ebaaa415411da4d124f445a46c70/card-man-hinh-msi-rtx-2080-super-gaming-x-trio-8gb.jpeg","MSI","MSI GeForce RTX 2080 SUPER Gaming X Trio (Boost: 1845MHz),\n 8GB GDDR6 (15500MHz),\n PCI-E 3.0, 3x DisplayPort 1.4, HDMI 2.0b, USB Type-C, Mystic Light","21.490.000","Tiki","4","4","21.490.000","21.700.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Lexar NS100 240GB 2.5-Inch SATA III","https://img.sosanhgia.com/images/500x0/edc7c0a963d0460ab653188092852430/o-cung-ssd-lexar-ns100-240gb-25-inch-sata-iii.jpeg","Lexar","Loại ổ cứng: Ổ cứng SSD\nDung lượng: 240GB\nGiao tiếp Sata III\nHệ điều hành: Windows 10/8/ 7/ XP/ Vista... Linux Fedora 13/ Ubuntu 9.10/ Solaris 10, WinC/ Mac OS 10.4 or later , DOS...","899.000","Lazada","3","2","749.000","899.000","Ổ cứng SSD  Lexar",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Card màn hình / VGA","Card màn hình MSI","VGA MSI GeForce RTX 2060 SUPER ARMOR OC","https://img.sosanhgia.com/images/500x0/d219e409ec70456883784bd503308a4a/vga-msi-geforce-rtx-2060-super-armor-oc.jpeg","MSI","Dung lượng bộ nhớ: 8GB GDDR6\n Boost: 1680 MHz\n Băng thông: 256-bit\n Kết nối: DisplayPort x 3 (v1.4) / HDMI 2.0b x 1\n Nguồn yêu cầu: 550 W","10.599.000","An Phát","2","2","10.599.000","10.600.000","",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Gigabyte 240GB Sata 3 GP-GSTFS31240GNTD","https://img.sosanhgia.com/images/500x0/4245c0d097cb40debc1062344b231e2c/o-cung-ssd-gigabyte-240gb-sata-3-gp-gstfs31240gntd.jpeg","GIGABYTE","- Dung lượng lưu trữ: 240GB\n - Chuẩn kết nối: SATA3\n - Kích thước: 2.5""\n - NAND: NAND Flash\n - Tốc độ đọc - ghi (tối đa): 500MB/s - 420MB/s","670.000","Sendo","13","10","670.000","890.000","Ổ cứng SSD  GIGABYTE",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Ổ cứng","Ổ cứng SSD","Ổ cứng SSD Gigabyte 120GB Sata 3 (GP-GSTFS31120GNTD)","https://img.sosanhgia.com/images/500x0/cc2f96fd78054eec80cab0b32d17223c/o-cung-ssd-gigabyte-120gb-sata-3-(gp-gstfs31120gntd).jpeg","GIGABYTE","","445.000","Shopee","23","10","445.000","690.000","Ổ cứng SSD  GIGABYTE",""
"Máy tính - Thiết bị VP","Linh kiện máy tính","Tản nhiệt - Cooling","Tản nhiệt - Cooling NZXT","Tản nhiệt nước CPU NZXT Kraken X72 RGB","https://img.sosanhgia.com/images/500x0/cded343f136244cfadfa89552bbbba43/tan-nhiet-nuoc-cpu-nxzt-kraken-x72-rgb.jpeg","NZXT","Bơm mới hơn, mạnh hơn, êm ái hơn \n Tùy chỉnh đa dạng\n Đèn led nhiều chế độ","4.499.000","HanoiComputer","null","null","null","null","",""
